Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10054B_001,SE_A10054B_002,SE_A10054B_003,SE_A10054B_004,SE_A10054B_005,SE_A10054B_006,SE_A10054B_007,PCT_SE_A10054B_002,PCT_SE_A10054B_003,PCT_SE_A10054B_004,PCT_SE_A10054B_005,PCT_SE_A10054B_006,PCT_SE_A10054B_007
"06013345101","Census Tract 3451.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.01",,,,408,41,252,101,14,0,0,10.05,61.76,24.75,3.43,0,0
"06013345102","Census Tract 3451.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.02",,,,164,8,0,99,27,7,23,4.88,0,60.37,16.46,4.27,14.02
"06013345103","Census Tract 3451.03, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.03",,,,422,134,203,62,23,0,0,31.75,48.1,14.69,5.45,0,0
"06013345105","Census Tract 3451.05, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.05",,,,391,0,100,255,25,11,0,0,25.58,65.22,6.39,2.81,0
"06013345111","Census Tract 3451.11, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.11",,,,868,55,432,303,41,10,27,6.34,49.77,34.91,4.72,1.15,3.11
"06013345112","Census Tract 3451.12, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.12",,,,1078,88,607,302,46,35,0,8.16,56.31,28.01,4.27,3.25,0
"06013345113","Census Tract 3451.13, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.13",,,,162,0,35,107,20,0,0,0,21.6,66.05,12.35,0,0
"06013345114","Census Tract 3451.14, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.14",,,,253,0,20,172,61,0,0,0,7.91,67.98,24.11,0,0
"06013345115","Census Tract 3451.15, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.15",,,,381,75,43,154,88,0,21,19.69,11.29,40.42,23.1,0,5.51
"06013345116","Census Tract 3451.16, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.16",,,,125,0,29,43,38,15,0,0,23.2,34.4,30.4,12,0
"06013345117","Census Tract 3451.17, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.17",,,,536,0,382,133,21,0,0,0,71.27,24.81,3.92,0,0
"06013345118","Census Tract 3451.18, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3451.18",,,,532,66,294,172,0,0,0,12.41,55.26,32.33,0,0,0
"06013345203","Census Tract 3452.03, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3452.03",,,,569,28,342,145,22,32,0,4.92,60.11,25.48,3.87,5.62,0
"06013345204","Census Tract 3452.04, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3452.04",,,,56,0,10,8,30,8,0,0,17.86,14.29,53.57,14.29,0
"06013345205","Census Tract 3452.05, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3452.05",,,,1092,13,464,567,31,17,0,1.19,42.49,51.92,2.84,1.56,0
"06013345206","Census Tract 3452.06, Contra Costa County, California","ca","140","00",,,,"06","013",,,"345206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3452.06",,,,229,0,75,122,32,0,0,0,32.75,53.28,13.97,0,0
"06013346101","Census Tract 3461.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"346101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3461.01",,,,88,0,32,34,9,13,0,0,36.36,38.64,10.23,14.77,0
"06013346102","Census Tract 3461.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"346102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3461.02",,,,84,0,0,66,0,18,0,0,0,78.57,0,21.43,0
"06013346203","Census Tract 3462.03, Contra Costa County, California","ca","140","00",,,,"06","013",,,"346203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3462.03",,,,72,0,0,66,6,0,0,0,0,91.67,8.33,0,0
"06013346204","Census Tract 3462.04, Contra Costa County, California","ca","140","00",,,,"06","013",,,"346204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3462.04",,,,297,76,56,118,47,0,0,25.59,18.86,39.73,15.82,0,0
"06013346205","Census Tract 3462.05, Contra Costa County, California","ca","140","00",,,,"06","013",,,"346205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3462.05",,,,110,0,98,0,12,0,0,0,89.09,0,10.91,0,0
"06013346206","Census Tract 3462.06, Contra Costa County, California","ca","140","00",,,,"06","013",,,"346206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3462.06",,,,203,96,56,51,0,0,0,47.29,27.59,25.12,0,0,0
"06013347000","Census Tract 3470, Contra Costa County, California","ca","140","00",,,,"06","013",,,"347000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3470",,,,224,0,66,97,0,61,0,0,29.46,43.3,0,27.23,0
"06013348000","Census Tract 3480, Contra Costa County, California","ca","140","00",,,,"06","013",,,"348000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3480",,,,134,0,60,46,21,7,0,0,44.78,34.33,15.67,5.22,0
"06013349000","Census Tract 3490, Contra Costa County, California","ca","140","00",,,,"06","013",,,"349000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3490",,,,1014,109,546,232,72,0,55,10.75,53.85,22.88,7.1,0,5.42
"06013350000","Census Tract 3500, Contra Costa County, California","ca","140","00",,,,"06","013",,,"350000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3500",,,,935,16,336,464,119,0,0,1.71,35.94,49.63,12.73,0,0
"06013351101","Census Tract 3511.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"351101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3511.01",,,,51,7,36,8,0,0,0,13.73,70.59,15.69,0,0,0
"06013351103","Census Tract 3511.03, Contra Costa County, California","ca","140","00",,,,"06","013",,,"351103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3511.03",,,,75,9,66,0,0,0,0,12,88,0,0,0,0
"06013351104","Census Tract 3511.04, Contra Costa County, California","ca","140","00",,,,"06","013",,,"351104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3511.04",,,,151,12,104,35,0,0,0,7.95,68.87,23.18,0,0,0
"06013351105","Census Tract 3511.05, Contra Costa County, California","ca","140","00",,,,"06","013",,,"351105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3511.05",,,,160,55,105,0,0,0,0,34.38,65.62,0,0,0,0
"06013351200","Census Tract 3512, Contra Costa County, California","ca","140","00",,,,"06","013",,,"351200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3512",,,,157,0,50,90,17,0,0,0,31.85,57.32,10.83,0,0
"06013352101","Census Tract 3521.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"352101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3521.01",,,,89,6,18,35,0,30,0,6.74,20.22,39.33,0,33.71,0
"06013352102","Census Tract 3521.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"352102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3521.02",,,,171,0,65,81,17,8,0,0,38.01,47.37,9.94,4.68,0
"06013352201","Census Tract 3522.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"352201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3522.01",,,,516,0,116,252,33,115,0,0,22.48,48.84,6.4,22.29,0
"06013352202","Census Tract 3522.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"352202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3522.02",,,,105,0,9,96,0,0,0,0,8.57,91.43,0,0,0
"06013353001","Census Tract 3530.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"353001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3530.01",,,,56,0,20,16,13,7,0,0,35.71,28.57,23.21,12.5,0
"06013353002","Census Tract 3530.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"353002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3530.02",,,,50,0,13,37,0,0,0,0,26,74,0,0,0
"06013354001","Census Tract 3540.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"354001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3540.01",,,,110,0,27,63,14,0,6,0,24.55,57.27,12.73,0,5.45
"06013354002","Census Tract 3540.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"354002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3540.02",,,,336,205,109,22,0,0,0,61.01,32.44,6.55,0,0,0
"06013355107","Census Tract 3551.07, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.07",,,,219,0,83,42,75,19,0,0,37.9,19.18,34.25,8.68,0
"06013355109","Census Tract 3551.09, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.09",,,,633,33,109,264,114,76,37,5.21,17.22,41.71,18.01,12.01,5.85
"06013355110","Census Tract 3551.10, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.10",,,,296,38,82,127,32,17,0,12.84,27.7,42.91,10.81,5.74,0
"06013355111","Census Tract 3551.11, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.11",,,,488,26,89,100,261,0,12,5.33,18.24,20.49,53.48,0,2.46
"06013355112","Census Tract 3551.12, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.12",,,,234,15,0,172,47,0,0,6.41,0,73.5,20.09,0,0
"06013355113","Census Tract 3551.13, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.13",,,,132,0,0,32,86,0,14,0,0,24.24,65.15,0,10.61
"06013355115","Census Tract 3551.15, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.15",,,,2055,57,1280,564,89,65,0,2.77,62.29,27.45,4.33,3.16,0
"06013355118","Census Tract 3551.18, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.18",,,,249,39,51,140,12,7,0,15.66,20.48,56.22,4.82,2.81,0
"06013355119","Census Tract 3551.19, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.19",,,,392,110,87,67,78,50,0,28.06,22.19,17.09,19.9,12.76,0
"06013355120","Census Tract 3551.20, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.20",,,,552,37,147,44,113,211,0,6.7,26.63,7.97,20.47,38.22,0
"06013355121","Census Tract 3551.21, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.21",,,,164,0,88,40,0,36,0,0,53.66,24.39,0,21.95,0
"06013355122","Census Tract 3551.22, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.22",,,,293,45,105,90,53,0,0,15.36,35.84,30.72,18.09,0,0
"06013355123","Census Tract 3551.23, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.23",,,,39,0,19,19,0,0,1,0,48.72,48.72,0,0,2.56
"06013355124","Census Tract 3551.24, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.24",,,,105,0,39,56,10,0,0,0,37.14,53.33,9.52,0,0
"06013355125","Census Tract 3551.25, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.25",,,,389,35,136,210,8,0,0,9,34.96,53.98,2.06,0,0
"06013355126","Census Tract 3551.26, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3551.26",,,,208,15,123,35,35,0,0,7.21,59.13,16.83,16.83,0,0
"06013355201","Census Tract 3552.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3552.01",,,,511,63,222,202,24,0,0,12.33,43.44,39.53,4.7,0,0
"06013355202","Census Tract 3552.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3552.02",,,,483,0,252,125,71,35,0,0,52.17,25.88,14.7,7.25,0
"06013355302","Census Tract 3553.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3553.02",,,,57,0,6,26,25,0,0,0,10.53,45.61,43.86,0,0
"06013355306","Census Tract 3553.06, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3553.06",,,,74,0,0,60,10,0,4,0,0,81.08,13.51,0,5.41
"06013355307","Census Tract 3553.07, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3553.07",,,,308,12,54,177,16,49,0,3.9,17.53,57.47,5.19,15.91,0
"06013355308","Census Tract 3553.08, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3553.08",,,,153,0,103,42,8,0,0,0,67.32,27.45,5.23,0,0
"06013355309","Census Tract 3553.09, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3553.09",,,,90,0,13,9,0,68,0,0,14.44,10,0,75.56,0
"06013355310","Census Tract 3553.10, Contra Costa County, California","ca","140","00",,,,"06","013",,,"355310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3553.10",,,,258,0,126,91,15,26,0,0,48.84,35.27,5.81,10.08,0
"06013356001","Census Tract 3560.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"356001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3560.01",,,,374,0,116,96,61,64,37,0,31.02,25.67,16.31,17.11,9.89
"06013356002","Census Tract 3560.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"356002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3560.02",,,,189,0,81,27,67,14,0,0,42.86,14.29,35.45,7.41,0
"06013357000","Census Tract 3570, Contra Costa County, California","ca","140","00",,,,"06","013",,,"357000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3570",,,,729,73,239,309,56,28,24,10.01,32.78,42.39,7.68,3.84,3.29
"06013358000","Census Tract 3580, Contra Costa County, California","ca","140","00",,,,"06","013",,,"358000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3580",,,,1124,191,481,339,102,11,0,16.99,42.79,30.16,9.07,0.98,0
"06013359102","Census Tract 3591.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"359102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3591.02",,,,590,0,323,191,63,13,0,0,54.75,32.37,10.68,2.2,0
"06013359103","Census Tract 3591.03, Contra Costa County, California","ca","140","00",,,,"06","013",,,"359103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3591.03",,,,664,55,279,206,124,0,0,8.28,42.02,31.02,18.67,0,0
"06013359104","Census Tract 3591.04, Contra Costa County, California","ca","140","00",,,,"06","013",,,"359104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3591.04",,,,225,32,98,59,36,0,0,14.22,43.56,26.22,16,0,0
"06013359105","Census Tract 3591.05, Contra Costa County, California","ca","140","00",,,,"06","013",,,"359105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3591.05",,,,262,20,131,49,33,29,0,7.63,50,18.7,12.6,11.07,0
"06013359202","Census Tract 3592.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"359202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3592.02",,,,466,77,27,161,183,0,18,16.52,5.79,34.55,39.27,0,3.86
"06013359203","Census Tract 3592.03, Contra Costa County, California","ca","140","00",,,,"06","013",,,"359203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3592.03",,,,536,39,143,80,28,171,75,7.28,26.68,14.93,5.22,31.9,13.99
"06013359204","Census Tract 3592.04, Contra Costa County, California","ca","140","00",,,,"06","013",,,"359204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3592.04",,,,262,76,116,40,30,0,0,29.01,44.27,15.27,11.45,0,0
"06013360101","Census Tract 3601.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"360101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3601.01",,,,343,55,108,135,12,0,33,16.03,31.49,39.36,3.5,0,9.62
"06013360102","Census Tract 3601.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"360102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3601.02",,,,123,0,47,18,43,0,15,0,38.21,14.63,34.96,0,12.2
"06013360200","Census Tract 3602, Contra Costa County, California","ca","140","00",,,,"06","013",,,"360200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3602",,,,914,42,358,254,212,32,16,4.6,39.17,27.79,23.19,3.5,1.75
"06013361000","Census Tract 3610, Contra Costa County, California","ca","140","00",,,,"06","013",,,"361000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3610",,,,617,44,171,304,52,46,0,7.13,27.71,49.27,8.43,7.46,0
"06013362000","Census Tract 3620, Contra Costa County, California","ca","140","00",,,,"06","013",,,"362000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3620",,,,230,26,108,80,5,0,11,11.3,46.96,34.78,2.17,0,4.78
"06013363000","Census Tract 3630, Contra Costa County, California","ca","140","00",,,,"06","013",,,"363000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3630",,,,824,82,128,519,95,0,0,9.95,15.53,62.99,11.53,0,0
"06013364002","Census Tract 3640.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"364002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3640.02",,,,574,101,127,98,187,61,0,17.6,22.13,17.07,32.58,10.63,0
"06013365002","Census Tract 3650.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"365002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3650.02",,,,555,17,170,175,135,58,0,3.06,30.63,31.53,24.32,10.45,0
"06013365003","Census Tract 3650.03, Contra Costa County, California","ca","140","00",,,,"06","013",,,"365003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3650.03",,,,1776,193,667,825,91,0,0,10.87,37.56,46.45,5.12,0,0
"06013366001","Census Tract 3660.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"366001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3660.01",,,,561,0,143,178,198,42,0,0,25.49,31.73,35.29,7.49,0
"06013366002","Census Tract 3660.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"366002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3660.02",,,,921,190,301,230,130,42,28,20.63,32.68,24.97,14.12,4.56,3.04
"06013367100","Census Tract 3671, Contra Costa County, California","ca","140","00",,,,"06","013",,,"367100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3671",,,,1055,74,645,221,82,0,33,7.01,61.14,20.95,7.77,0,3.13
"06013367200","Census Tract 3672, Contra Costa County, California","ca","140","00",,,,"06","013",,,"367200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3672",,,,824,164,236,254,116,6,48,19.9,28.64,30.83,14.08,0.73,5.83
"06013368001","Census Tract 3680.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"368001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3680.01",,,,660,22,265,180,105,64,24,3.33,40.15,27.27,15.91,9.7,3.64
"06013368002","Census Tract 3680.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"368002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3680.02",,,,811,54,345,310,86,16,0,6.66,42.54,38.22,10.6,1.97,0
"06013369001","Census Tract 3690.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"369001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3690.01",,,,1669,146,857,563,35,68,0,8.75,51.35,33.73,2.1,4.07,0
"06013369002","Census Tract 3690.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"369002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3690.02",,,,530,0,227,186,81,36,0,0,42.83,35.09,15.28,6.79,0
"06013370000","Census Tract 3700, Contra Costa County, California","ca","140","00",,,,"06","013",,,"370000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3700",,,,192,0,105,44,43,0,0,0,54.69,22.92,22.4,0,0
"06013371000","Census Tract 3710, Contra Costa County, California","ca","140","00",,,,"06","013",,,"371000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3710",,,,885,6,308,214,331,16,10,0.68,34.8,24.18,37.4,1.81,1.13
"06013372000","Census Tract 3720, Contra Costa County, California","ca","140","00",,,,"06","013",,,"372000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3720",,,,870,0,236,376,144,104,10,0,27.13,43.22,16.55,11.95,1.15
"06013373000","Census Tract 3730, Contra Costa County, California","ca","140","00",,,,"06","013",,,"373000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3730",,,,789,89,167,356,145,32,0,11.28,21.17,45.12,18.38,4.06,0
"06013374000","Census Tract 3740, Contra Costa County, California","ca","140","00",,,,"06","013",,,"374000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3740",,,,875,144,231,383,102,15,0,16.46,26.4,43.77,11.66,1.71,0
"06013375000","Census Tract 3750, Contra Costa County, California","ca","140","00",,,,"06","013",,,"375000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3750",,,,876,159,145,375,139,52,6,18.15,16.55,42.81,15.87,5.94,0.68
"06013376000","Census Tract 3760, Contra Costa County, California","ca","140","00",,,,"06","013",,,"376000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3760",,,,1184,136,559,264,183,42,0,11.49,47.21,22.3,15.46,3.55,0
"06013377000","Census Tract 3770, Contra Costa County, California","ca","140","00",,,,"06","013",,,"377000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3770",,,,1417,580,400,302,135,0,0,40.93,28.23,21.31,9.53,0,0
"06013378000","Census Tract 3780, Contra Costa County, California","ca","140","00",,,,"06","013",,,"378000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3780",,,,728,42,341,305,0,0,40,5.77,46.84,41.9,0,0,5.49
"06013379000","Census Tract 3790, Contra Costa County, California","ca","140","00",,,,"06","013",,,"379000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3790",,,,1174,124,295,508,102,85,60,10.56,25.13,43.27,8.69,7.24,5.11
"06013380001","Census Tract 3800.01, Contra Costa County, California","ca","140","00",,,,"06","013",,,"380001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3800.01",,,,654,29,372,253,0,0,0,4.43,56.88,38.69,0,0,0
"06013380002","Census Tract 3800.02, Contra Costa County, California","ca","140","00",,,,"06","013",,,"380002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3800.02",,,,514,63,244,167,40,0,0,12.26,47.47,32.49,7.78,0,0
"06013381000","Census Tract 3810, Contra Costa County, California","ca","140","00",,,,"06","013",,,"381000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3810",,,,1341,266,494,321,118,110,32,19.84,36.84,23.94,8.8,8.2,2.39
"06013382000","Census Tract 3820, Contra Costa County, California","ca","140","00",,,,"06","013",,,"382000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3820",,,,2044,293,1039,524,130,58,0,14.33,50.83,25.64,6.36,2.84,0
"06013383000","Census Tract 3830, Contra Costa County, California","ca","140","00",,,,"06","013",,,"383000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3830",,,,1187,125,396,535,87,44,0,10.53,33.36,45.07,7.33,3.71,0
"06013384000","Census Tract 3840, Contra Costa County, California","ca","140","00",,,,"06","013",,,"384000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3840",,,,260,25,70,112,32,0,21,9.62,26.92,43.08,12.31,0,8.08
